Rk,Players,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
397,Harrison Reed,eng ENG,MF,Fulham,28-010,1995,21,21,1725,19.2,2,1,3,2,0,0,5,0,1.3,1.3,1.8,3.1,19,56,50,0.1,0.05,0.16,0.1,0.16,0.07,0.09,0.16,0.07,0.16,Matches,803ae100
398,Bobby Reid,jm JAM,FWDF,Fulham,30-004,1993,21,21,1733,19.3,4,1,5,4,0,0,7,0,3.4,3.4,1.2,4.6,40,43,127,0.21,0.05,0.26,0.21,0.26,0.18,0.06,0.24,0.18,0.24,Matches,0f7533cd
399,Declan Rice,eng ENG,MF,West Ham,24-023,1999,21,21,1890,21,1,1,2,1,0,1,3,0,1.8,1,2.2,3.2,53,153,23,0.05,0.05,0.1,0.05,0.1,0.08,0.11,0.19,0.05,0.15,Matches,1c7012b8
400,Chris Richards,us USA,DF,Crystal Palace,22-315,2000,7,3,348,3.9,0,0,0,0,0,0,0,0,0.7,0.7,0.3,1,1,8,1,0,0,0,0,0,0.18,0.07,0.25,0.18,0.25,Matches,0a3d6d2b
401,Richarlison,br BRA,MFFW,Tottenham,25-272,1997,13,5,487,5.4,0,2,2,0,0,0,2,0,1.8,1.8,1.3,3.1,14,19,41,0,0.37,0.37,0,0.37,0.33,0.25,0.57,0.33,0.57,Matches,fa031b34
402,Jaïro Riedewald,nl NED,DFFW,Crystal Palace,26-150,1996,4,0,49,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,7a1f2c08
403,Matt Ritchie,sct SCO,FW,Newcastle Utd,33-149,1989,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,71ef519e
404,Andrew Robertson,sct SCO,DF,Liverpool,28-332,1994,18,15,1322,14.7,0,5,5,0,0,0,0,0,1,1,3.4,4.4,36,76,120,0,0.34,0.34,0,0.34,0.07,0.23,0.3,0.07,0.3,Matches,2e4f5f03
405,Antonee Robinson,us USA,DF,Fulham,25-182,1997,19,19,1648,18.3,0,0,0,0,0,0,5,0,0,0,0.7,0.7,58,70,72,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches,2.90E+11
406,Marc Roca,es ESP,MF,Leeds United,26-072,1996,20,19,1461,16.2,1,1,2,1,0,0,4,0,0.9,0.9,0.9,1.8,16,115,15,0.06,0.06,0.12,0.06,0.12,0.06,0.06,0.11,0.06,0.11,Matches,da27e268
407,Marek Rodák,sk SVK,GK,Fulham,26-055,1996,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,17acc2ed
408,Rodri,es ESP,MF,Manchester City,26-229,1996,20,20,1733,19.3,1,4,5,1,0,0,3,0,2.9,2.9,2.2,5.1,47,169,22,0.05,0.21,0.26,0.05,0.26,0.15,0.12,0.27,0.15,0.27,Matches,6434f10d
409,Rodrigo,es ESP,FWMF,Leeds United,31-337,1991,18,17,1296,14.4,10,1,11,9,1,1,3,0,6.5,5.7,1.5,7.2,31,30,107,0.69,0.07,0.76,0.62,0.69,0.45,0.1,0.55,0.4,0.5,Matches,1fb1c435
410,Mads Roerslev,dk DEN,DF,Brentford,23-227,1999,13,9,843,9.4,0,0,0,0,0,0,0,0,0.3,0.3,1,1.3,7,16,27,0,0,0,0,0,0.03,0.1,0.14,0.03,0.14,Matches,57c94db2
411,Cristian Romero,ar ARG,DF,Tottenham,24-285,1998,14,13,1194,13.3,0,0,0,0,0,0,7,1,0.7,0.7,0.3,0.9,12,51,4,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches,a3d94a58
412,Oriol Romeu,es ESP,MF,Southampton,31-135,1991,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,Matches,4b511457
413,Cristiano Ronaldo,pt POR,FW,Manchester Utd,38-001,1985,10,4,525,5.8,1,0,1,1,0,0,2,0,1.9,1.9,0.4,2.3,9,12,33,0.17,0,0.17,0.17,0.17,0.32,0.07,0.4,0.32,0.4,Matches,dea698d9
414,Connor Ronan,ie IRL,MF,Wolves,24-337,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,1b804500
415,Salomón Rondón,ve VEN,FW,Everton,33-143,1989,7,1,109,1.2,0,0,0,0,0,0,0,0,0.8,0.8,0.2,1,0,1,7,0,0,0,0,0,0.66,0.13,0.79,0.66,0.79,Matches,b318a643
416,Joe Rothwell,eng ENG,MFDF,Bournemouth,28-026,1995,7,1,157,1.7,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,8,1,0,0,0,0,0,0.02,0.1,0.12,0.02,0.12,Matches,10a10454
417,Georginio Rutter,fr FRA,FW,Leeds United,20-292,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c64c01fc
418,José Sá,pt POR,GK,Wolves,30-020,1993,21,21,1890,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,903b6e8b
419,Marcel Sabitzer,at AUT,MF,Manchester Utd,28-326,1994,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,e280527c
420,Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,25-331,1997,13,5,552,6.1,1,3,4,1,0,0,1,0,1,1,1.2,2.3,43,34,65,0.16,0.49,0.65,0.16,0.65,0.17,0.2,0.37,0.17,0.37,Matches,2b16cb1a
421,Bukayo Saka,eng ENG,FW,Arsenal,21-154,2001,20,20,1711,19,7,7,14,6,1,1,4,0,6.1,5.5,4.6,10,98,48,265,0.37,0.37,0.74,0.32,0.68,0.32,0.24,0.56,0.29,0.53,Matches,bc7dc64d
422,Mohamed Salah,eg EGY,FW,Liverpool,30-236,1992,20,20,1776,19.7,7,4,11,7,0,0,0,0,9.2,9.2,3.7,12.9,51,66,206,0.35,0.2,0.56,0.35,0.56,0.46,0.19,0.65,0.46,0.65,Matches,e342ad68
423,William Saliba,fr FRA,DF,Arsenal,21-319,2001,20,20,1785,19.8,2,1,3,2,0,0,4,0,0.9,0.9,0.9,1.8,5,62,1,0.1,0.05,0.15,0.1,0.15,0.05,0.04,0.09,0.05,0.09,Matches,972aeb2a
424,Mohammed Salisu,gh GHA,DF,Southampton,23-295,1999,20,20,1799,20,0,1,1,0,0,0,5,0,1.2,1.2,0.5,1.7,5,77,4,0,0.05,0.05,0,0.05,0.06,0.02,0.08,0.06,0.08,Matches,0b33f6ad
425,Albert Sambi Lokonga,be BEL,MF,Crystal Palace,23-107,1999,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Matches,1b4f1169
426,Albert Sambi Lokonga,be BEL,MF,Arsenal,23-107,1999,6,2,198,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,1b4f1169
427,Davinson Sánchez,co COL,DF,Tottenham,26-239,1996,12,6,558,6.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,4,24,3,0,0,0,0,0,0.05,0.01,0.07,0.05,0.07,Matches,da7b447d
428,Robert Sánchez,es ESP,GK,Brighton,25-080,1997,20,20,1800,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6a713852
429,Jadon Sancho,eng ENG,FW,Manchester Utd,22-318,2000,10,10,714,7.9,2,1,3,2,0,0,0,0,1.6,1.6,0.8,2.5,35,26,62,0.25,0.13,0.38,0.25,0.38,0.21,0.1,0.31,0.21,0.31,Matches,dbf053da
430,Morgan Sanson,fr FRA,MF,Aston Villa,28-172,1994,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,6e7f1353
431,Pablo Sarabia,es ESP,FW,Wolves,30-271,1992,2,1,104,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,1,3,4,0,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches,9744ff80
432,Jeremy Sarmiento,ec ECU,MF,Brighton,20-235,2002,7,1,165,1.8,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,5,8,18,0,0.55,0.55,0,0.55,0.19,0.11,0.3,0.19,0.3,Matches,ac0d576d
433,Gianluca Scamacca,it ITA,FW,West Ham,24-036,1999,16,11,926,10.3,3,0,3,3,0,0,3,0,2.5,2.5,0.7,3.1,13,17,48,0.29,0,0.29,0.29,0.29,0.24,0.07,0.31,0.24,0.31,Matches,8790f988
434,Gustavo Scarpa,br BRA,MF,Nott'ham Forest,29-032,1994,3,1,105,1.2,0,0,0,0,0,0,1,0,0.2,0.2,0,0.2,8,8,3,0,0,0,0,0,0.15,0.03,0.17,0.15,0.17,Matches,2964fd20
435,Kevin Schade,de GER,FWMF,Brentford,21-071,2001,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,52afb588
436,Fabian Schär,ch SUI,DF,Newcastle Utd,31-048,1991,20,20,1783,19.8,1,0,1,1,0,0,4,0,2.4,2.4,1,3.4,19,83,14,0.05,0,0.05,0.05,0.05,0.12,0.05,0.17,0.12,0.17,Matches,c8aa95da
437,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,30-045,1992,21,18,1560,17.3,1,0,1,1,0,0,5,0,1.4,1.4,0.5,1.9,20,59,35,0.06,0,0.06,0.06,0.06,0.08,0.03,0.11,0.08,0.11,Matches,3312f911
438,Nélson Semedo,pt POR,DF,Wolves,29-082,1993,19,14,1189,13.2,0,1,1,0,0,0,4,1,0.1,0.1,0.4,0.4,28,45,62,0,0.08,0.08,0,0.08,0.01,0.03,0.03,0.01,0.03,Matches,d04b94db
439,Antoine Semenyo,gh GHA,FW,Bournemouth,23-030,2000,1,1,90,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,3,3,3,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches,efd2ec23
440,Marcos Senesi,ar ARG,DF,Bournemouth,25-272,1997,17,16,1376,15.3,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,3,27,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,35141f4c
441,Ryan Sessegnon,eng ENG,DF,Tottenham,22-264,2000,17,9,813,9,2,0,2,2,0,0,4,0,1.6,1.6,1.1,2.7,24,22,64,0.22,0,0.22,0.22,0.22,0.18,0.12,0.3,0.18,0.3,Matches,6aa3e78b
442,Luke Shaw,eng ENG,DF,Manchester Utd,27-209,1995,17,16,1413,15.7,1,1,2,1,0,0,4,0,0.5,0.5,1.7,2.2,40,77,47,0.06,0.06,0.13,0.06,0.13,0.03,0.11,0.14,0.03,0.14,Matches,9c94165b
443,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,30-344,1992,3,0,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches,3727dd3c
444,Bernardo Silva,pt POR,MFFW,Manchester City,28-180,1994,20,16,1410,15.7,2,5,7,2,0,0,2,0,1.4,1.4,2.4,3.8,65,77,137,0.13,0.32,0.45,0.13,0.45,0.09,0.15,0.24,0.09,0.24,Matches,3eb22ec9
445,Thiago Silva,br BRA,DF,Chelsea,38-137,1984,19,18,1704,18.9,0,2,2,0,0,0,1,0,1,1,0.4,1.4,3,76,1,0,0.11,0.11,0,0.11,0.05,0.02,0.07,0.05,0.07,Matches,86e7deaf
446,Ellis Simms,eng ENG,FW,Everton,22-032,2001,2,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,Matches,26d3b5be
447,Luis Sinisterra,co COL,FW,Leeds United,23-234,1999,11,7,530,5.9,2,0,2,2,0,0,3,1,1.8,1.8,0.2,2.1,18,21,52,0.34,0,0.34,0.34,0.34,0.31,0.04,0.35,0.31,0.35,Matches,8e16dd48
448,Oliver Skipp,eng ENG,MF,Tottenham,22-143,2000,8,3,198,2.2,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,4,7,10,0,0,0,0,0,0.03,0.11,0.14,0.03,0.14,Matches,6250083a
449,Adam Smith,eng ENG,DF,Bournemouth,31-283,1991,20,20,1727,19.2,0,1,1,0,0,0,6,0,0.4,0.4,0.6,1,16,60,18,0,0.05,0.05,0,0.05,0.02,0.03,0.05,0.02,0.05,Matches,20b104bc
450,Emile Smith Rowe,eng ENG,MFFW,Arsenal,22-193,2000,5,0,52,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0,2,3,0,0,0,0,0,0.16,0.49,0.65,0.16,0.65,Matches,17695062
451,Cédric Soares,pt POR,DF,Arsenal,31-159,1991,2,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,Matches,839c14e1
452,Dominic Solanke,eng ENG,FWMF,Bournemouth,25-145,1997,16,15,1341,14.9,3,3,6,3,0,0,1,0,2.9,2.9,1.2,4.1,26,22,69,0.2,0.2,0.4,0.2,0.4,0.2,0.08,0.28,0.2,0.28,Matches,e77dc3b2
453,Manor Solomon,il ISR,FW,Fulham,23-197,1999,4,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,Matches,886f9aac
454,Tomáš Souček,cz CZE,MF,West Ham,27-344,1995,21,18,1578,17.5,1,1,2,1,0,0,1,0,2.5,2.5,0.7,3.3,6,54,26,0.06,0.06,0.11,0.06,0.11,0.14,0.04,0.19,0.14,0.19,Matches,6613c819
455,Boubakary Soumaré,fr FRA,MF,Leicester City,23-344,1999,14,12,836,9.3,0,0,0,0,0,0,4,0,0,0,0.1,0.1,10,35,11,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,ae59b359
456,Harry Souttar,au AUS,DF,Leicester City,24-107,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,0a6cb1b1
457,Çağlar Söyüncü,tr TUR,DF,Leicester City,26-259,1996,2,1,79,0.9,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,Matches,21166ff4
458,Djed Spence,eng ENG,FWDF,Tottenham,22-181,2000,4,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,0,2,0,0,0,0,0,0.83,0,0.83,0.83,0.83,Matches,9bc9a519
459,Jack Stacey,eng ENG,DF,Bournemouth,26-306,1996,9,3,297,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,9,2,15,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,558807c0
460,Junior Stanislas,eng ENG,MF,Bournemouth,33-072,1989,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,4,5,0,0,0,0,0,0.05,0.19,0.25,0.05,0.25,Matches,6992791d
461,Jay Stansfield,eng ENG,FW,Fulham,20-074,2002,3,1,87,1,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,2,0,4,0,0,0,0,0,0.26,0.09,0.35,0.26,0.35,Matches,b2626673
462,Jack Stephens,eng ENG,DF,Southampton,29-010,1994,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,Matches,6adbc307
463,Jack Stephens,eng ENG,DF,Bournemouth,29-010,1994,4,2,183,2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,5,1,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches,6adbc307
464,Raheem Sterling,eng ENG,FWMF,Chelsea,28-060,1994,16,14,1144,12.7,4,2,6,4,0,0,3,0,3.4,3.4,2.9,6.4,43,36,106,0.31,0.16,0.47,0.31,0.47,0.27,0.23,0.5,0.27,0.5,Matches,b400bde0
465,John Stones,eng ENG,DF,Manchester City,28-254,1994,14,13,1181,13.1,0,2,2,0,0,0,1,0,0.6,0.6,1.3,1.9,21,75,18,0,0.15,0.15,0,0.15,0.04,0.1,0.14,0.04,0.14,Matches,5eecec3d
466,Pascal Struijk,nl NED,DF,Leeds United,23-179,1999,19,19,1655,18.4,2,1,3,2,0,0,4,0,1,1,2.3,3.4,22,100,45,0.11,0.05,0.16,0.11,0.16,0.06,0.13,0.18,0.06,0.18,Matches,f4d296e4
467,Kamaldeen Sulemana,gh GHA,MF,Southampton,20-356,2002,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1,4,0,0,0,0,0,0.03,0.1,0.13,0.03,0.13,Matches,a62f8bf1
468,Crysencio Summerville,nl NED,FW,Leeds United,21-099,2001,13,5,590,6.6,4,1,5,4,0,0,2,0,1.5,1.5,0.8,2.3,24,20,41,0.61,0.15,0.76,0.61,0.76,0.23,0.12,0.35,0.23,0.35,Matches,df04eb4b
469,Sam Surridge,eng ENG,FW,Nott'ham Forest,24-193,1998,14,1,264,2.9,1,0,1,1,0,0,2,0,1.8,1.8,0.1,1.8,2,5,13,0.34,0,0.34,0.34,0.34,0.61,0.02,0.63,0.61,0.63,Matches,b017b770
470,Japhet Tanganga,eng ENG,DF,Tottenham,23-312,1999,1,1,66,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Matches,e9971f2d
471,Matt Targett,eng ENG,DF,Newcastle Utd,27-141,1995,10,4,426,4.7,0,0,0,0,0,0,0,0,0,0,0.3,0.3,2,31,12,0,0,0,0,0,0,0.07,0.07,0,0.07,Matches,e514ab62
472,James Tarkowski,eng ENG,DF,Everton,30-079,1992,21,21,1890,21,1,0,1,1,0,0,4,0,1.4,1.4,1.1,2.5,8,55,4,0.05,0,0.05,0.05,0.05,0.06,0.05,0.12,0.06,0.12,Matches,15ea812b
473,Marcus Tavernier,eng ENG,MFFW,Bournemouth,23-321,1999,15,15,1283,14.3,2,4,6,2,0,0,1,0,1.7,1.7,2.2,3.8,49,31,99,0.14,0.28,0.42,0.14,0.42,0.12,0.15,0.27,0.12,0.27,Matches,5c0da4a4
474,Kenny Tete,nl NED,DF,Fulham,27-120,1995,16,15,1327,14.7,0,4,4,0,0,0,6,0,0.3,0.3,1,1.3,36,51,32,0,0.27,0.27,0,0.27,0.02,0.07,0.09,0.02,0.09,Matches,77d7c96f
475,Tetê,br BRA,FW,Leicester City,22-356,2000,1,1,82,0.9,1,0,1,1,0,0,0,0,0.8,0.8,0,0.8,5,1,7,1.1,0,1.1,1.1,1.1,0.87,0,0.87,0.87,0.87,Matches,7120a04d
476,Luke Thomas,eng ENG,DF,Leicester City,21-241,2001,10,8,691,7.7,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,5,35,7,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09,Matches,fc027d02
477,Youri Tielemans,be BEL,MF,Leicester City,25-275,1997,21,19,1647,18.3,3,1,4,2,1,2,3,0,2.3,0.7,3.7,4.4,25,137,46,0.16,0.05,0.22,0.11,0.16,0.13,0.2,0.33,0.04,0.24,Matches,56f7a928
478,Kieran Tierney,sct SCO,DF,Arsenal,25-246,1997,15,4,469,5.2,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,15,25,21,0,0,0,0,0,0.05,0.03,0.08,0.05,0.08,Matches,fce2302c
479,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27-171,1995,10,6,613,6.8,0,0,0,0,0,0,0,0,0.2,0.2,0.7,0.9,7,21,32,0,0,0,0,0,0.02,0.1,0.13,0.02,0.13,Matches,a105d46a
480,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24-093,1998,16,4,512,5.7,0,1,1,0,0,0,1,0,0.1,0.1,0.6,0.7,7,42,13,0,0.18,0.18,0,0.18,0.01,0.1,0.12,0.01,0.12,Matches,b3af9be1
481,James Tomkins,eng ENG,DF,Crystal Palace,33-314,1989,3,1,157,1.7,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches,e7ca0439
482,Ivan Toney,eng ENG,FW,Brentford,26-327,1996,19,19,1700,18.9,13,3,16,9,4,4,8,0,11,7.8,2.7,10.5,5,42,91,0.69,0.16,0.85,0.48,0.64,0.58,0.14,0.72,0.41,0.56,Matches,e09f279b
483,Adama Traoré,es ESP,FWMF,Wolves,27-012,1996,18,7,855,9.5,1,1,2,1,0,0,0,0,0.8,0.8,2.2,2.9,48,23,85,0.11,0.11,0.21,0.11,0.21,0.08,0.23,0.31,0.08,0.31,Matches,9a28eba4
484,Boubacar Traoré,ml MLI,MF,Wolves,21-170,2001,8,4,384,4.3,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.2,4,8,2,0,0.23,0.23,0,0.23,0.02,0.04,0.06,0.02,0.06,Matches,999ceb5f
485,Mark Travers,ie IRL,GK,Bournemouth,23-264,1999,11,10,945,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fe558029
486,Kieran Trippier,eng ENG,DF,Newcastle Utd,32-140,1990,21,21,1864,20.7,1,4,5,1,0,0,5,0,0.5,0.5,6.5,7,20,130,90,0.05,0.19,0.24,0.05,0.24,0.02,0.31,0.34,0.02,0.34,Matches,21512407
487,Leandro Trossard,be BEL,FW,Arsenal,28-064,1994,2,0,41,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,5,2,9,0,0,0,0,0,0.21,0,0.21,0.21,0.21,Matches,38ceb24a
488,Leandro Trossard,be BEL,FWMF,Brighton,28-064,1994,16,16,1315,14.6,7,2,9,7,0,0,1,0,4.4,4.4,2.1,6.5,40,67,118,0.48,0.14,0.62,0.48,0.62,0.3,0.14,0.45,0.3,0.45,Matches,38ceb24a
489,Kostas Tsimikas,gr GRE,DF,Liverpool,26-270,1996,13,5,446,5,0,3,3,0,0,0,1,0,0.6,0.6,0.8,1.5,18,18,60,0,0.61,0.61,0,0.61,0.13,0.17,0.3,0.13,0.3,Matches,f315ca93
490,Deniz Undav,de GER,FWMF,Brighton,26-202,1996,9,1,175,1.9,0,0,0,0,0,0,0,0,1.3,1.3,0.7,2,2,3,15,0,0,0,0,0,0.66,0.36,1.02,0.66,1.02,Matches,dd549382
491,Yan Valery,tn TUN,DF,Southampton,23-349,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,531a4aa8
492,Virgil van Dijk,nl NED,DF,Liverpool,31-213,1991,17,17,1485,16.5,2,0,2,2,0,0,1,0,1.1,1.1,0.2,1.2,8,72,4,0.12,0,0.12,0.12,0.12,0.06,0.01,0.07,0.06,0.07,Matches,e06683ca
493,Raphaël Varane,fr FRA,DF,Manchester Utd,29-287,1993,16,14,1209,13.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,8,33,1,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,9f8e9423
494,Jamie Vardy,eng ENG,FW,Leicester City,36-026,1987,21,11,1161,12.9,1,4,5,1,0,0,1,0,2.5,2.5,0.7,3.2,12,8,69,0.08,0.31,0.39,0.08,0.39,0.19,0.05,0.24,0.19,0.24,Matches,45963054
495,Joël Veltman,nl NED,DF,Brighton,31-022,1992,18,14,1283,14.3,0,1,1,0,0,0,2,0,0.6,0.6,0.2,0.8,29,96,19,0,0.07,0.07,0,0.07,0.04,0.02,0.06,0.04,0.06,Matches,dad4b285
496,Fabio Vieira,pt POR,MFFW,Arsenal,22-252,2000,11,1,264,2.9,1,1,2,1,0,0,0,0,0.3,0.3,1.1,1.5,2,12,16,0.34,0.34,0.68,0.34,0.68,0.11,0.39,0.5,0.11,0.5,Matches,6412cc03
497,Matías Viña,uy URU,MF,Bournemouth,25-089,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,08eb3b58
498,Rúben Vinagre,pt POR,DFMF,Everton,23-303,1999,2,0,26,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,Matches,b937e490
499,Carlos Vinícius,br BRA,FW,Fulham,27-318,1995,14,4,428,4.8,1,0,1,1,0,0,1,0,1.1,1.1,0.5,1.6,2,4,17,0.21,0,0.21,0.21,0.21,0.22,0.1,0.33,0.22,0.33,Matches,8b529245
500,Theo Walcott,eng ENG,FWMF,Southampton,33-327,1989,4,1,139,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0,0.3,3,2,9,0,0,0,0,0,0.14,0.03,0.17,0.14,0.17,Matches,1ecb65be
501,Kyle Walker,eng ENG,DF,Manchester City,32-254,1990,11,10,793,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,23,82,19,0,0,0,0,0,0.04,0.02,0.06,0.04,0.06,Matches,86dd77d1
502,Kyle Walker-Peters,eng ENG,DF,Southampton,25-299,1997,16,16,1402,15.6,1,0,1,1,0,0,2,0,0.7,0.7,0.9,1.6,55,48,63,0.06,0,0.06,0.06,0.06,0.05,0.06,0.11,0.05,0.11,Matches,984a5a64
503,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25-072,1997,8,7,609,6.8,0,0,0,0,0,0,0,0,0,0,0.5,0.6,16,20,23,0,0,0,0,0,0.01,0.08,0.08,0.01,0.08,Matches,9e525177
504,Danny Ward,wls WAL,GK,Leicester City,29-229,1993,21,21,1890,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,d3ce0e89
505,Joel Ward,eng ENG,DF,Crystal Palace,33-100,1989,16,14,1295,14.4,0,0,0,0,0,0,4,0,0,0,0.1,0.1,7,49,23,0,0,0,0,0,0,0,0.01,0,0.01,Matches,8a7ff278
506,James Ward-Prowse,eng ENG,MF,Southampton,28-097,1994,21,21,1890,21,5,2,7,5,0,1,2,0,2.6,1.7,3.9,5.6,13,113,30,0.24,0.1,0.33,0.24,0.33,0.13,0.18,0.31,0.08,0.27,Matches,3515d404
507,Ollie Watkins,eng ENG,FW,Aston Villa,27-038,1995,20,19,1628,18.1,5,4,9,5,0,0,1,0,6.6,6.6,2.2,8.8,26,25,100,0.28,0.22,0.5,0.28,0.5,0.36,0.12,0.48,0.36,0.48,Matches,aed3a70f
508,Adam Webster,eng ENG,DF,Brighton,28-033,1995,15,13,1173,13,0,0,0,0,0,0,1,0,1.3,1.3,0,1.3,12,65,5,0,0,0,0,0,0.1,0,0.1,0.1,0.1,Matches,c40b6180
509,Wout Weghorst,nl NED,FW,Manchester Utd,30-183,1992,3,3,216,2.4,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0,4,11,0,0,0,0,0,0.09,0.17,0.26,0.09,0.26,Matches,c4e87b8b
510,Danny Welbeck,eng ENG,FW,Brighton,32-072,1990,16,13,1142,12.7,1,2,3,1,0,0,0,0,4.9,4.9,2.5,7.4,15,21,76,0.08,0.16,0.24,0.08,0.24,0.38,0.2,0.58,0.38,0.58,Matches,ce5143da
